CustomerID,SignupDate,Gender,Age,State,AcquisitionChannel,CampaignName,IsFirstTimeBorrower,ProductUsed,TimeToFirstLoan,TimeOnPlatform,AppDownloads,ReferralCount,LifetimeLoanCount,TotalBorrowedAmount,HasActiveLoan,IsChurned,LastActivityDate,SatisfactionScore,CSATComment,CampaignCostPerUser,ConversionRate,SourceMedium,RevenueGenerated
C1339,2023-10-13,Female,21,Abuja,PaidAds,,0,CashLoan,52,367,2,9,3,304204,1,0,2024-01-31,2.2,,395.66,0.51,google/cpc,35332.49
C1340,2023-05-20,Female,55,Lagos,PaidAds,NewYearBoost,0,POSLoan,20,185,1,5,12,390447,0,1,2024-02-06,3.5,,297.62,0.44,referral/email,182531.77
C1341,2023-05-01,Female,37,Lagos,Partner,BackToSchool,1,WalletOnly,,408,5,8,1,667753,0,1,2023-04-13,2.3,Too many ads,90.17,0.35,organic/search,63226.04
C1342,2023-06-12,Female,51,Abuja,Partner,,1,WalletOnly,17,481,1,4,9,205660,0,1,2023-06-29,3.0,Needs improvement,264.13,0.13,partner/direct,260229.55
C1343,2023-01-13,Male,39,Lagos,PaidAds,,1,POSLoan,57,219,1,0,5,916763,1,1,2024-02-20,4.7,Needs improvement,283.81,0.69,organic/search,20676.1
C1344,2023-10-15,Male,26,Ibadan,Partner,NewYearBoost,0,BNPL,6,290,0,4,12,12223,0,1,2023-03-04,3.6,,33.73,0.49,referral/email,172656.36
C1345,2023-01-16,Male,31,Abuja,USSD,NewYearBoost,0,CashLoan,10,442,0,2,9,651113,1,0,2023-02-06,2.1,Needs improvement,437.58,0.72,partner/direct,65321.98
C1346,2023-02-04,Female,23,Ibadan,Partner,NewYearBoost,1,BNPL,,238,4,4,2,1157097,0,1,2024-03-24,3.6,Needs improvement,315.96,0.17,referral/email,151416.61
C1347,2023-11-15,Male,33,Kano,USSD,NewYearBoost,1,BNPL,,454,0,9,9,1009876,1,1,2024-02-29,4.9,Great service,476.13,0.67,facebook/cpc,52178.2
C1348,2023-06-29,Female,42,Kano,Referral,XmasPush,1,CashLoan,,109,2,6,11,471611,0,0,2023-03-10,3.2,Not intuitive,70.35,0.55,facebook/cpc,274399.69
C1349,2023-05-21,Female,50,Ibadan,Organic,BackToSchool,1,POSLoan,58,87,1,0,11,362870,0,1,2024-06-30,1.3,Too many ads,235.05,0.77,facebook/cpc,110890.46
C1350,2023-01-22,Male,39,Kano,Organic,LoanBlitz,1,CashLoan,31,474,3,4,10,1344433,1,1,2024-05-24,3.7,Too many ads,343.76,0.87,partner/direct,234934.71
C1351,2024-03-14,Male,51,Port Harcourt,USSD,,1,POSLoan,54,238,2,6,8,1187255,0,0,2023-02-19,1.5,Great service,213.43,0.7,referral/email,256620.62
C1352,2024-02-27,Female,50,Port Harcourt,PaidAds,BackToSchool,0,CashLoan,,381,1,0,4,470835,0,0,2023-07-28,3.0,Great service,374.16,0.72,partner/direct,147709.69
C1353,2023-08-29,Male,29,Lagos,Referral,XmasPush,1,WalletOnly,,78,5,2,9,590267,0,1,2023-08-20,1.2,Too many ads,131.66,0.33,partner/direct,268492.09
C1354,2023-09-22,Female,58,Lagos,PaidAds,LoanBlitz,1,BNPL,,440,1,10,2,105217,1,1,2023-06-23,3.9,Too many ads,405.29,0.26,facebook/cpc,93486.48
C1355,2023-01-27,Female,33,Lagos,PaidAds,NewYearBoost,1,WalletOnly,49,246,4,4,11,1208925,1,0,2023-09-20,4.7,Great service,139.67,0.87,facebook/cpc,45966.85
C1356,2023-03-06,Female,52,Lagos,Organic,BackToSchool,0,CashLoan,,49,0,4,11,519101,1,0,2024-02-25,4.3,,198.76,0.54,facebook/cpc,175079.7
C1357,2023-01-11,Female,25,Ibadan,Partner,BackToSchool,0,BNPL,,456,4,7,6,574510,0,0,2023-08-08,2.7,Too many ads,110.05,0.66,referral/email,30368.67
C1358,2024-03-13,Male,32,Kano,USSD,BackToSchool,1,WalletOnly,,31,0,0,11,1407353,1,0,2023-12-23,2.9,,172.76,0.61,google/cpc,232707.48
C1359,2023-06-18,Male,31,Abuja,Referral,LoanBlitz,0,WalletOnly,,467,1,10,4,873916,1,1,2024-03-08,4.7,Needs improvement,430.45,0.6,google/cpc,263368.57
C1360,2024-01-30,Male,28,Port Harcourt,PaidAds,BackToSchool,0,CashLoan,,464,5,1,1,247522,1,1,2023-11-08,4.8,Needs improvement,295.39,0.54,facebook/cpc,22004.99
C1361,2023-04-24,Female,59,Kano,USSD,NewYearBoost,1,WalletOnly,56,148,4,3,3,1405533,0,1,2023-05-19,2.3,Too many ads,103.23,0.19,google/cpc,138881.54
C1362,2024-03-29,Female,41,Kano,USSD,BackToSchool,0,POSLoan,21,417,5,5,3,1378372,0,1,2023-02-21,1.6,Great service,341.18,0.69,referral/email,136093.65
C1363,2023-05-05,Female,52,Lagos,Organic,NewYearBoost,0,BNPL,53,413,5,2,11,1272276,0,1,2023-08-09,2.3,Too many ads,407.69,0.71,facebook/cpc,117892.38
C1364,2023-06-05,Male,25,Ibadan,USSD,NewYearBoost,1,BNPL,24,298,0,8,2,368389,0,1,2023-10-20,4.0,,47.98,0.11,google/cpc,71746.26
C1365,2023-07-16,Male,36,Abuja,Partner,LoanBlitz,1,CashLoan,40,416,2,9,0,902948,0,0,2023-01-08,4.3,Great service,149.65,0.09,partner/direct,280571.17
C1366,2023-03-31,Female,55,Ibadan,Referral,NewYearBoost,0,POSLoan,4,102,5,3,8,1094459,0,1,2023-01-24,2.3,Not intuitive,63.22,0.32,facebook/cpc,18609.09
C1367,2023-07-09,Male,54,Kano,Partner,,0,POSLoan,52,246,0,3,11,598640,1,0,2023-05-01,4.3,Great service,34.21,0.87,referral/email,283927.89
C1368,2024-04-22,Female,33,Lagos,Partner,,0,WalletOnly,,384,4,9,12,1140981,0,0,2023-03-20,2.9,Not intuitive,267.8,0.13,organic/search,107116.77
C1369,2023-01-13,Female,40,Abuja,Organic,,1,POSLoan,54,476,2,8,7,512386,0,1,2023-06-12,3.7,Loved it,409.81,0.15,referral/email,6202.08
C1370,2023-09-17,Male,48,Port Harcourt,Partner,NewYearBoost,0,POSLoan,,126,5,9,5,1023414,0,1,2023-07-12,3.3,,461.84,0.57,partner/direct,121275.57
C1371,2023-01-17,Female,44,Port Harcourt,PaidAds,,1,POSLoan,,300,5,6,11,1416086,0,1,2024-04-10,4.1,,250.64,0.28,facebook/cpc,105506.0
C1372,2023-10-11,Female,42,Abuja,Partner,,0,WalletOnly,50,402,0,8,11,688294,0,0,2023-12-11,2.4,,374.84,0.36,organic/search,261147.03
C1373,2023-01-14,Female,59,Ibadan,Referral,LoanBlitz,0,POSLoan,1,210,2,7,5,1374562,0,1,2024-05-15,2.6,,410.44,0.63,facebook/cpc,169368.37
C1374,2023-12-29,Female,37,Ibadan,Organic,,1,CashLoan,,462,3,3,5,1058449,1,0,2023-09-04,1.8,Loved it,334.72,0.56,facebook/cpc,67257.79
C1375,2023-05-01,Female,44,Abuja,PaidAds,XmasPush,0,POSLoan,47,154,0,6,5,618860,1,0,2024-04-23,2.0,,43.14,0.07,facebook/cpc,66796.44
C1376,2023-04-26,Male,37,Abuja,Organic,BackToSchool,1,BNPL,1,231,3,8,12,275537,1,1,2023-07-15,2.5,Great service,342.64,0.14,facebook/cpc,73010.04
C1377,2023-02-04,Male,50,Kano,Referral,,1,CashLoan,46,300,0,9,7,1190236,1,1,2024-06-30,1.6,Too many ads,55.18,0.74,facebook/cpc,124282.29
C1378,2023-09-17,Female,28,Ibadan,PaidAds,LoanBlitz,0,BNPL,13,250,5,0,5,721380,0,0,2023-02-08,3.7,,200.3,0.57,referral/email,270913.09
C1379,2023-06-18,Male,21,Lagos,USSD,LoanBlitz,1,POSLoan,54,418,5,2,8,1060362,1,0,2024-03-09,1.6,Needs improvement,243.02,0.82,facebook/cpc,67166.0
C1380,2023-05-18,Female,57,Ibadan,USSD,BackToSchool,0,WalletOnly,,408,4,4,11,1358443,0,1,2023-07-09,1.5,Great service,466.83,0.88,organic/search,63194.86
C1381,2023-09-18,Female,36,Port Harcourt,PaidAds,LoanBlitz,1,POSLoan,55,374,2,6,8,843579,0,0,2023-07-20,4.6,Too many ads,349.24,0.62,referral/email,30804.87
C1382,2024-02-23,Female,58,Lagos,Partner,,1,WalletOnly,18,167,0,3,2,611047,1,1,2024-06-03,4.5,Not intuitive,311.61,0.12,organic/search,8542.85
C1383,2024-05-14,Female,54,Lagos,Referral,BackToSchool,1,WalletOnly,,214,2,10,0,367206,1,0,2023-05-02,5.0,,181.11,0.69,google/cpc,167847.14
C1384,2023-05-14,Female,18,Kano,USSD,BackToSchool,0,WalletOnly,,437,5,3,10,695608,0,0,2023-10-31,3.0,,173.34,0.09,organic/search,38570.77
C1385,2023-03-18,Male,31,Lagos,PaidAds,NewYearBoost,1,CashLoan,49,254,3,7,3,422881,0,0,2024-06-03,4.0,,328.29,0.8,google/cpc,98029.98
C1386,2023-02-18,Female,58,Ibadan,Referral,NewYearBoost,0,WalletOnly,,203,3,3,1,67621,1,1,2024-02-23,1.8,,256.25,0.39,organic/search,264671.55
C1387,2023-06-15,Female,49,Abuja,Referral,NewYearBoost,1,POSLoan,,479,1,8,12,301180,1,0,2024-05-17,5.0,Too many ads,128.21,0.5,partner/direct,252913.82
C1388,2023-06-22,Female,47,Port Harcourt,Partner,XmasPush,1,WalletOnly,22,302,4,10,1,1063504,1,0,2023-04-19,2.4,Loved it,325.19,0.62,facebook/cpc,106487.08
C1389,2024-05-02,Male,36,Abuja,PaidAds,LoanBlitz,0,POSLoan,47,449,3,2,2,249553,1,1,2023-08-26,4.1,Not intuitive,437.69,0.7,referral/email,178062.12
C1390,2023-07-06,Female,22,Port Harcourt,Partner,XmasPush,1,POSLoan,,68,3,7,11,1270109,1,1,2024-06-14,1.1,Not intuitive,477.45,0.81,facebook/cpc,33260.15
C1391,2023-01-23,Male,26,Kano,Referral,XmasPush,0,CashLoan,,186,4,0,3,584218,1,1,2023-11-20,1.3,Great service,187.6,0.27,organic/search,270164.1
C1392,2024-02-02,Female,32,Lagos,Partner,LoanBlitz,0,CashLoan,17,389,2,6,9,939220,1,0,2023-08-21,4.2,Too many ads,468.1,0.82,organic/search,194724.65
C1393,2024-04-15,Female,43,Port Harcourt,Partner,BackToSchool,1,WalletOnly,46,251,1,3,11,958093,0,1,2023-03-12,1.1,Needs improvement,252.95,0.74,organic/search,153693.5
C1394,2023-12-18,Male,30,Port Harcourt,Referral,XmasPush,1,CashLoan,,196,0,10,5,365856,0,0,2024-06-02,3.3,,207.41,0.1,organic/search,215748.87
C1395,2023-02-04,Male,36,Ibadan,PaidAds,NewYearBoost,1,POSLoan,,143,2,4,5,886858,0,1,2024-03-08,1.8,Loved it,35.02,0.18,facebook/cpc,140301.98
C1396,2023-01-19,Female,46,Ibadan,USSD,NewYearBoost,1,WalletOnly,,203,2,10,5,1091302,0,1,2023-06-09,4.9,,48.03,0.22,google/cpc,285407.34
C1397,2024-04-01,Female,33,Abuja,Partner,,0,WalletOnly,60,329,0,10,2,1010720,1,1,2023-03-14,1.1,Too many ads,400.55,0.48,google/cpc,265607.22
C1398,2023-08-30,Male,38,Abuja,Organic,NewYearBoost,1,WalletOnly,,464,1,1,0,865808,0,0,2024-02-22,1.2,,370.22,0.89,referral/email,42290.87
C1399,2023-04-10,Female,56,Kano,Referral,NewYearBoost,1,BNPL,,226,5,3,2,1333142,0,1,2023-02-26,1.1,,423.87,0.51,organic/search,205719.61
C1400,2023-07-27,Female,20,Abuja,PaidAds,NewYearBoost,1,POSLoan,25,466,4,2,8,321063,0,1,2023-04-08,3.5,Great service,336.51,0.46,referral/email,199834.21
C1401,2024-02-01,Male,45,Kano,PaidAds,LoanBlitz,0,BNPL,31,303,4,10,7,535727,0,1,2023-08-04,1.0,Not intuitive,343.94,0.85,facebook/cpc,124675.64
C1402,2023-01-31,Male,58,Ibadan,USSD,LoanBlitz,0,CashLoan,52,261,5,8,3,1428604,0,0,2024-02-09,4.8,Needs improvement,232.32,0.62,organic/search,67619.36
C1403,2024-03-30,Female,32,Lagos,Referral,NewYearBoost,1,POSLoan,,450,0,9,11,712072,0,1,2023-11-10,2.5,,423.82,0.55,partner/direct,182400.78
C1404,2024-05-21,Female,54,Port Harcourt,PaidAds,LoanBlitz,1,WalletOnly,57,30,4,9,4,463423,1,0,2023-11-08,3.1,Great service,288.9,0.42,organic/search,173934.96
C1405,2024-03-31,Female,44,Abuja,Referral,XmasPush,1,CashLoan,,343,1,9,2,902556,1,1,2024-06-02,2.9,Great service,0.12,0.53,facebook/cpc,72793.64
C1406,2023-01-07,Female,34,Port Harcourt,Organic,NewYearBoost,0,POSLoan,41,32,2,8,0,201152,0,0,2024-04-25,2.7,,129.58,0.3,referral/email,171734.39
C1407,2023-11-04,Male,55,Port Harcourt,USSD,,0,BNPL,,26,4,0,2,179312,1,1,2023-07-08,2.9,Not intuitive,73.3,0.26,organic/search,235212.83
C1408,2024-01-21,Female,44,Abuja,Partner,NewYearBoost,1,BNPL,5,314,4,8,0,801948,0,0,2023-10-30,1.5,Great service,399.78,0.32,facebook/cpc,134566.2
C1409,2023-10-25,Female,37,Ibadan,PaidAds,NewYearBoost,1,POSLoan,,232,2,6,12,712051,0,1,2023-10-05,3.9,Great service,281.89,0.57,google/cpc,110447.87
C1410,2023-07-01,Female,33,Lagos,Referral,LoanBlitz,1,WalletOnly,53,212,4,9,12,1064246,0,0,2023-12-22,3.9,Loved it,113.69,0.35,facebook/cpc,32131.77
C1411,2023-03-28,Male,28,Ibadan,PaidAds,XmasPush,0,POSLoan,,64,5,10,9,873001,0,1,2023-03-13,3.0,Not intuitive,115.33,0.43,referral/email,91281.83
C1412,2023-04-07,Female,34,Ibadan,Partner,NewYearBoost,0,BNPL,35,349,5,1,0,1327342,0,0,2023-05-09,3.1,Needs improvement,5.21,0.66,google/cpc,137587.39
C1413,2023-05-01,Female,60,Port Harcourt,PaidAds,,1,BNPL,,130,3,4,7,368586,0,0,2023-10-26,1.0,Loved it,437.1,0.52,partner/direct,136839.51
C1414,2024-03-25,Male,26,Ibadan,Partner,XmasPush,0,BNPL,,54,3,8,12,1042651,1,1,2023-02-25,1.7,,365.65,0.63,referral/email,163965.42
C1415,2023-04-30,Female,32,Ibadan,Referral,LoanBlitz,1,POSLoan,,391,2,2,5,332084,0,0,2023-06-24,4.6,,61.95,0.35,google/cpc,97735.98
C1416,2023-06-04,Female,25,Port Harcourt,PaidAds,XmasPush,1,BNPL,20,327,0,1,5,1327407,0,0,2024-06-23,1.8,,142.79,0.66,partner/direct,1088.52
C1417,2024-03-07,Male,31,Port Harcourt,Partner,NewYearBoost,0,BNPL,,75,4,9,1,199184,0,1,2024-01-12,1.0,Needs improvement,250.59,0.89,organic/search,286651.24
C1418,2023-09-08,Female,43,Abuja,Organic,BackToSchool,0,BNPL,,337,5,2,10,523847,1,1,2023-07-17,2.6,Too many ads,444.5,0.29,facebook/cpc,117927.28
C1419,2023-03-06,Female,32,Ibadan,Partner,,1,WalletOnly,13,265,0,3,5,934535,0,0,2023-11-05,1.7,Not intuitive,467.7,0.37,facebook/cpc,70781.65
C1420,2023-01-19,Female,30,Port Harcourt,USSD,NewYearBoost,1,WalletOnly,,381,1,2,5,707597,0,1,2023-02-12,3.4,Loved it,147.91,0.56,partner/direct,146086.14
C1421,2023-02-10,Female,23,Kano,Partner,LoanBlitz,1,CashLoan,27,318,3,7,8,1010417,1,0,2023-03-11,3.1,,202.51,0.49,referral/email,38800.16
C1422,2023-01-10,Male,36,Ibadan,Referral,XmasPush,1,CashLoan,,430,0,6,4,687787,0,0,2024-06-07,3.7,Loved it,496.83,0.59,organic/search,101402.78
C1423,2023-11-03,Male,39,Port Harcourt,PaidAds,LoanBlitz,0,WalletOnly,29,487,5,5,8,1096825,1,0,2023-12-26,2.5,,199.6,0.18,referral/email,83456.66
C1424,2024-04-18,Female,38,Port Harcourt,Referral,,0,BNPL,,419,3,0,8,458829,0,1,2024-06-17,3.6,Not intuitive,120.3,0.27,referral/email,68994.1
C1425,2023-10-05,Female,27,Lagos,PaidAds,LoanBlitz,1,CashLoan,,220,3,3,11,759181,1,0,2023-03-23,3.5,Great service,137.7,0.73,partner/direct,205126.73
C1426,2024-03-04,Male,54,Port Harcourt,Partner,,1,WalletOnly,,160,1,5,8,1415944,1,0,2023-07-30,4.2,Not intuitive,285.88,0.36,facebook/cpc,34237.19
C1427,2023-06-13,Male,45,Abuja,Referral,NewYearBoost,0,WalletOnly,15,217,3,7,10,1020619,0,0,2023-01-09,1.7,Loved it,325.07,0.09,facebook/cpc,219080.67
C1428,2023-09-23,Male,28,Abuja,Organic,XmasPush,1,POSLoan,55,261,4,4,10,606808,1,0,2023-08-26,3.9,Too many ads,238.97,0.42,facebook/cpc,173925.8
C1429,2024-02-11,Male,49,Port Harcourt,Partner,BackToSchool,0,BNPL,30,170,5,8,0,605863,0,1,2023-09-11,4.4,,437.28,0.73,facebook/cpc,94084.26
C1430,2023-12-28,Male,45,Lagos,Partner,LoanBlitz,1,CashLoan,59,265,4,3,1,672331,0,1,2023-10-28,4.9,Not intuitive,347.31,0.88,google/cpc,209414.67
C1431,2024-01-01,Male,36,Port Harcourt,Organic,LoanBlitz,1,POSLoan,56,249,2,5,9,865728,1,1,2024-01-30,3.2,,398.42,0.6,facebook/cpc,152000.03
C1432,2023-08-25,Female,21,Lagos,Organic,,0,POSLoan,35,37,4,9,4,1198496,0,1,2023-08-20,1.8,Needs improvement,72.66,0.78,referral/email,276943.03
C1433,2023-12-05,Female,49,Ibadan,USSD,NewYearBoost,0,CashLoan,11,47,0,0,10,1134406,0,0,2024-04-10,2.9,Great service,477.71,0.51,organic/search,253058.15
C1434,2023-04-12,Male,19,Lagos,PaidAds,,0,CashLoan,,172,0,2,8,1086936,1,0,2023-10-20,3.5,,200.57,0.72,organic/search,44781.87
C1435,2023-01-27,Female,45,Port Harcourt,Partner,NewYearBoost,1,WalletOnly,25,336,3,5,0,884269,0,0,2023-04-12,2.6,Great service,378.44,0.61,organic/search,3301.26
C1436,2023-11-01,Female,45,Abuja,Organic,NewYearBoost,0,BNPL,5,427,3,6,9,1180208,1,1,2024-04-01,3.8,Loved it,413.97,0.78,organic/search,199627.14
C1437,2024-05-02,Female,21,Port Harcourt,Partner,,0,BNPL,,44,5,4,0,118013,0,1,2023-10-19,5.0,Not intuitive,264.64,0.22,facebook/cpc,158646.92
C1438,2024-01-03,Male,20,Ibadan,USSD,NewYearBoost,0,BNPL,,79,1,0,1,1454970,1,1,2023-07-21,4.4,Too many ads,332.41,0.82,facebook/cpc,275455.26
C1439,2024-04-26,Female,36,Ibadan,Referral,XmasPush,0,WalletOnly,53,317,0,4,8,586411,1,1,2023-03-23,2.4,,401.49,0.86,facebook/cpc,112000.17
C1440,2023-12-22,Female,22,Port Harcourt,Organic,BackToSchool,0,POSLoan,,184,1,8,6,214890,0,1,2024-06-20,2.6,Great service,235.28,0.46,referral/email,143613.63
C1441,2023-01-10,Female,24,Abuja,Organic,NewYearBoost,0,WalletOnly,,428,3,8,12,1090455,0,0,2023-08-20,4.0,,324.33,0.52,referral/email,78713.77
C1442,2024-03-09,Female,46,Kano,USSD,BackToSchool,0,WalletOnly,40,174,2,3,0,136861,0,0,2024-01-17,4.2,Not intuitive,102.29,0.47,facebook/cpc,196871.6
C1443,2023-05-18,Male,60,Abuja,PaidAds,LoanBlitz,0,POSLoan,,293,2,10,1,418238,1,0,2023-07-31,1.1,Loved it,198.34,0.25,google/cpc,82645.28
C1444,2023-06-08,Male,19,Abuja,Referral,,1,BNPL,16,467,1,5,12,187089,1,1,2023-06-07,4.5,Too many ads,194.91,0.48,facebook/cpc,181696.56
C1445,2023-09-04,Male,52,Abuja,Organic,NewYearBoost,0,WalletOnly,,248,4,7,0,1272652,0,0,2023-10-06,2.7,,97.2,0.42,google/cpc,294988.9
C1446,2024-02-01,Male,39,Kano,USSD,XmasPush,0,WalletOnly,,71,4,3,7,931956,0,1,2024-01-09,4.9,Not intuitive,42.03,0.75,facebook/cpc,247710.13
C1447,2023-11-22,Female,18,Lagos,USSD,BackToSchool,1,WalletOnly,,451,4,10,9,834870,0,0,2023-02-21,4.7,Loved it,26.55,0.31,google/cpc,232613.91
C1448,2023-12-01,Female,33,Abuja,Referral,BackToSchool,0,CashLoan,33,217,0,9,5,436365,1,0,2024-04-17,1.1,Too many ads,387.91,0.61,facebook/cpc,211158.44
C1449,2023-10-26,Male,46,Port Harcourt,USSD,,0,BNPL,6,273,1,7,12,258005,1,1,2023-01-30,3.5,Not intuitive,443.73,0.15,google/cpc,25154.91
C1450,2023-12-29,Female,44,Lagos,PaidAds,LoanBlitz,0,CashLoan,9,410,1,4,4,306355,1,0,2023-04-22,3.6,Needs improvement,153.25,0.7,facebook/cpc,283658.19
C1451,2024-04-21,Female,18,Abuja,Partner,XmasPush,0,POSLoan,,52,3,1,2,444974,0,0,2024-02-20,1.7,,221.43,0.41,organic/search,71478.37
C1452,2023-07-18,Female,25,Abuja,Partner,BackToSchool,1,WalletOnly,,164,4,10,3,472042,0,0,2023-01-23,5.0,Great service,11.53,0.26,partner/direct,65691.66
C1453,2023-05-04,Female,56,Abuja,Organic,,0,CashLoan,22,136,2,1,10,287031,0,0,2023-01-28,1.4,Too many ads,436.62,0.12,facebook/cpc,285640.34
C1454,2023-09-28,Male,55,Port Harcourt,Organic,NewYearBoost,0,WalletOnly,41,424,4,8,1,1041613,1,0,2023-08-07,2.5,,189.09,0.88,partner/direct,229611.03
C1455,2023-06-07,Male,28,Port Harcourt,USSD,NewYearBoost,1,CashLoan,29,316,1,2,10,1008744,1,0,2023-02-16,4.3,Great service,335.85,0.35,facebook/cpc,170518.53
C1456,2024-05-06,Female,37,Lagos,PaidAds,LoanBlitz,0,WalletOnly,,297,0,5,3,230595,1,0,2023-12-24,4.2,,251.66,0.6,organic/search,41358.16
C1457,2024-01-22,Female,34,Kano,Partner,XmasPush,1,BNPL,41,463,4,3,5,809826,1,1,2024-06-27,3.8,Not intuitive,304.04,0.08,partner/direct,14806.91
C1458,2023-02-01,Female,59,Port Harcourt,Organic,,1,POSLoan,53,283,2,9,0,1052952,1,1,2023-01-05,4.5,Too many ads,107.72,0.41,referral/email,250468.62
C1459,2024-01-22,Male,56,Abuja,Partner,XmasPush,0,POSLoan,,113,5,4,10,182408,0,1,2023-07-01,3.0,Not intuitive,102.97,0.25,referral/email,77691.47
C1460,2023-12-16,Female,25,Port Harcourt,Organic,BackToSchool,1,POSLoan,,17,1,5,7,992388,1,0,2024-02-11,1.5,,412.66,0.25,organic/search,221632.07
C1461,2024-04-29,Female,23,Lagos,USSD,,0,POSLoan,21,169,1,3,11,1429382,1,0,2023-06-20,1.2,Loved it,19.61,0.26,referral/email,364.05
C1462,2023-04-17,Female,35,Kano,PaidAds,,1,POSLoan,,75,0,3,10,197948,1,1,2023-12-17,3.8,,276.55,0.52,google/cpc,91393.46
C1463,2023-03-24,Female,51,Abuja,Referral,,1,CashLoan,36,398,2,7,1,951553,1,0,2023-09-11,2.3,Too many ads,170.76,0.83,google/cpc,53082.84
C1464,2023-07-14,Male,56,Port Harcourt,USSD,,0,POSLoan,,339,3,4,6,1303641,1,0,2023-12-09,2.1,Great service,103.56,0.48,organic/search,234843.48
C1465,2023-10-30,Male,27,Kano,Referral,LoanBlitz,1,BNPL,,390,0,1,7,370417,1,0,2024-05-23,3.1,Needs improvement,48.41,0.47,referral/email,186098.4
C1466,2023-06-19,Female,24,Ibadan,Partner,,0,BNPL,,266,0,4,4,876353,0,0,2023-05-10,3.3,,96.7,0.09,google/cpc,51196.96
C1467,2023-11-26,Female,44,Kano,Organic,,0,CashLoan,,92,5,6,1,1095915,1,0,2023-02-20,3.8,Needs improvement,134.66,0.06,google/cpc,200283.86
C1468,2023-03-16,Male,39,Lagos,Partner,XmasPush,1,BNPL,,287,4,0,5,134937,1,0,2024-05-06,3.9,Great service,350.66,0.35,organic/search,79694.75
C1469,2023-11-22,Female,27,Ibadan,Referral,XmasPush,0,BNPL,,290,0,1,7,726098,1,1,2023-04-16,3.0,Loved it,439.07,0.76,facebook/cpc,142663.84
C1470,2024-03-31,Female,60,Lagos,Partner,XmasPush,0,WalletOnly,50,284,0,2,2,1491811,0,0,2024-01-08,4.6,Too many ads,300.67,0.56,google/cpc,141285.95
C1471,2023-10-25,Male,31,Lagos,Organic,NewYearBoost,1,BNPL,27,163,1,0,8,674105,1,1,2024-03-04,1.3,Loved it,298.97,0.25,facebook/cpc,104004.36
C1472,2023-08-16,Male,30,Kano,Referral,BackToSchool,1,CashLoan,35,45,1,6,8,210443,1,0,2023-02-21,2.8,Too many ads,16.23,0.28,referral/email,33730.5
C1473,2023-04-27,Male,49,Port Harcourt,Referral,LoanBlitz,1,POSLoan,,442,4,8,5,921297,1,0,2024-05-20,1.6,Great service,290.02,0.42,facebook/cpc,30397.79
C1474,2023-11-17,Female,45,Lagos,USSD,BackToSchool,1,BNPL,31,48,1,0,6,440302,0,0,2023-02-10,2.2,Not intuitive,335.07,0.1,google/cpc,84307.91
C1475,2023-06-16,Female,29,Lagos,Organic,BackToSchool,1,POSLoan,,30,3,2,10,194475,1,0,2024-04-23,4.1,Great service,426.32,0.14,facebook/cpc,113948.51
C1476,2023-05-16,Male,60,Kano,Referral,,1,WalletOnly,,361,0,10,9,1381606,1,1,2023-03-04,3.1,Needs improvement,337.5,0.51,facebook/cpc,127227.57
C1477,2024-04-08,Female,57,Port Harcourt,Referral,NewYearBoost,0,CashLoan,44,62,3,0,9,975194,0,1,2023-04-08,1.3,Great service,298.1,0.42,facebook/cpc,231802.53
C1478,2024-03-24,Male,55,Lagos,Partner,LoanBlitz,1,POSLoan,21,430,5,9,3,1044088,0,0,2024-02-17,1.0,Too many ads,44.14,0.6,google/cpc,187821.38
C1479,2023-12-27,Male,37,Lagos,PaidAds,LoanBlitz,0,POSLoan,,415,3,6,10,1437995,1,1,2023-09-02,2.8,Great service,441.32,0.86,referral/email,166762.56
C1480,2023-04-02,Male,51,Abuja,Referral,NewYearBoost,0,WalletOnly,,279,0,7,7,383330,0,1,2023-02-26,4.5,Great service,332.84,0.52,referral/email,133128.17
C1481,2023-06-26,Male,22,Kano,Referral,BackToSchool,0,CashLoan,28,100,1,4,9,1314779,1,0,2024-05-08,3.8,Needs improvement,333.57,0.13,facebook/cpc,296210.62
C1482,2023-01-26,Female,59,Abuja,Referral,,1,BNPL,,212,5,3,9,1141785,1,0,2023-11-18,1.2,Loved it,459.19,0.19,organic/search,71432.88
C1483,2023-03-28,Female,20,Ibadan,Referral,XmasPush,0,WalletOnly,,193,2,0,10,275268,0,1,2023-02-16,3.3,Needs improvement,19.08,0.42,facebook/cpc,173224.74
C1484,2023-08-30,Female,22,Port Harcourt,Referral,LoanBlitz,0,BNPL,45,192,5,2,1,967708,0,1,2023-03-21,2.9,,60.97,0.48,organic/search,266625.95
C1485,2024-04-21,Female,34,Port Harcourt,Organic,BackToSchool,1,CashLoan,,296,3,0,8,1465182,0,1,2024-06-05,2.2,Not intuitive,114.09,0.84,google/cpc,184914.24
C1486,2023-10-22,Male,32,Ibadan,Referral,,0,WalletOnly,49,483,5,7,1,1284879,0,0,2023-06-08,2.5,Great service,353.87,0.68,facebook/cpc,88932.24
C1487,2024-05-11,Female,56,Port Harcourt,PaidAds,LoanBlitz,0,WalletOnly,57,408,1,6,11,354068,1,0,2023-10-29,2.3,Needs improvement,296.0,0.08,organic/search,286563.93
C1488,2024-05-26,Male,38,Ibadan,PaidAds,,0,POSLoan,,321,2,2,11,1455166,0,1,2023-04-02,2.0,Too many ads,270.19,0.5,referral/email,32196.65
